Origin,Destination,Origin State,Destination State,Flow,Error,Origin Lat,Origin Lon,Dest Lat,Dest Lon
Ada County,Alameda County,Idaho,California,169.0,157.0,43.447861,116.244456,37.648081,121.913304
Ada County,Contra Costa County,Idaho,California,16.0,26.0,43.447861,116.244456,37.919479,121.951543
Ada County,Los Angeles County,Idaho,California,48.0,48.0,43.447861,116.244456,34.196398,118.261862
Ada County,Orange County,Idaho,California,21.0,36.0,43.447861,116.244456,33.675687,117.777207
Ada County,Riverside County,Idaho,California,10.0,20.0,43.447861,116.244456,33.729828,116.002239
Ada County,San Francisco County,Idaho,California,11.0,18.0,43.447861,116.244456,37.727239,123.032229
Ada County,San Mateo County,Idaho,California,26.0,29.0,43.447861,116.244456,37.414664,122.371542
Ada County,Santa Clara County,Idaho,California,7.0,11.0,43.447861,116.244456,37.220777,121.690622
Adams County,Los Angeles County,Colorado,California,79.0,68.0,39.874325,104.331872,34.196398,118.261862
Adams County,Los Angeles County,Ohio,California,15.0,24.0,38.841681,83.474173,34.196398,118.261862
Adams County,Los Angeles County,Pennsylvania,California,13.0,20.0,39.869471,77.217730,34.196398,118.261862
Adams County,Orange County,Colorado,California,20.0,30.0,39.874325,104.331872,33.675687,117.777207
Adams County,San Mateo County,Colorado,California,11.0,20.0,39.874325,104.331872,37.414664,122.371542
Adams County,Santa Clara County,Colorado,California,9.0,14.0,39.874325,104.331872,37.220777,121.690622
Adams County,Stanislaus County,Colorado,California,7.0,11.0,39.874325,104.331872,37.562384,121.002656
Aiken County,Sacramento County,South Carolina,California,10.0,19.0,33.549317,81.633870,38.450011,121.340441
Alachua County,Los Angeles County,Florida,California,12.0,20.0,29.675740,82.357221,34.196398,118.261862
Alamance County,Alameda County,North Carolina,California,1.0,3.0,36.041974,79.399935,37.648081,121.913304
Alamance County,Los Angeles County,North Carolina,California,15.0,17.0,36.041974,79.399935,34.196398,118.261862
Alameda County,Ada County,California,Idaho,41.0,41.0,37.648081,121.913304,43.447861,116.244456
Alameda County,Alameda County,California,California,462270.0,3414.0,37.648081,121.913304,37.648081,121.913304
Alameda County,Albany County,California,New York,6.0,10.0,37.648081,121.913304,42.588271,73.974014
Alameda County,Allegheny County,California,Pennsylvania,6.0,11.0,37.648081,121.913304,40.468920,79.980920
Alameda County,Arlington County,California,Virginia,76.0,84.0,37.648081,121.913304,38.878337,77.100703
Alameda County,Bartow County,California,Georgia,34.0,39.0,37.648081,121.913304,34.240918,84.838188
Alameda County,Benton County,California,Arkansas,13.0,21.0,37.648081,121.913304,36.337825,94.256187
Alameda County,Bernalillo County,California,New Mexico,17.0,19.0,37.648081,121.913304,35.054002,106.669065
Alameda County,Blaine County,California,Idaho,12.0,23.0,37.648081,121.913304,43.394482,113.955290
Alameda County,Bonner County,California,Idaho,6.0,11.0,37.648081,121.913304,48.312512,116.596940
Alameda County,Boulder County,California,Colorado,10.0,16.0,37.648081,121.913304,40.094826,105.398382
Alameda County,Broome County,California,New York,13.0,25.0,37.648081,121.913304,42.161977,75.830291
Alameda County,Broward County,California,Florida,19.0,26.0,37.648081,121.913304,26.193520,80.476658
Alameda County,Cascade County,California,Montana,9.0,15.0,37.648081,121.913304,47.316443,111.350571
Alameda County,Cass County,California,Indiana,21.0,34.0,37.648081,121.913304,40.753799,86.355169
Alameda County,Cass County,California,North Dakota,12.0,18.0,37.648081,121.913304,46.927003,97.252375
Alameda County,Clark County,California,Nevada,25.0,40.0,37.648081,121.913304,36.214236,115.013819
Alameda County,Contra Costa County,California,California,41010.0,1304.0,37.648081,121.913304,37.919479,121.951543
Alameda County,Cook County,California,Illinois,81.0,58.0,37.648081,121.913304,41.894294,87.645455
Alameda County,Dallas County,California,Texas,14.0,21.0,37.648081,121.913304,32.766987,96.778424
Alameda County,Dane County,California,Wisconsin,4.0,8.0,37.648081,121.913304,43.067468,89.417852
Alameda County,Davidson County,California,Tennessee,9.0,13.0,37.648081,121.913304,36.169129,86.784790
Alameda County,District of Columbia,California,District of Columbia,160.0,80.0,37.648081,121.913304,,
Alameda County,Douglas County,California,Georgia,6.0,11.0,37.648081,121.913304,33.699317,84.765944
Alameda County,Douglas County,California,Nevada,3.0,4.0,37.648081,121.913304,38.905129,119.609019
Alameda County,Doña Ana County,California,New Mexico,23.0,41.0,37.648081,121.913304,,
Alameda County,Duval County,California,Florida,10.0,11.0,37.648081,121.913304,30.335245,81.648113
Alameda County,El Dorado County,California,California,11.0,22.0,37.648081,121.913304,38.785532,120.534398
Alameda County,El Paso County,California,Colorado,19.0,24.0,37.648081,121.913304,38.827383,104.527472
Alameda County,Erie County,California,New York,8.0,13.0,37.648081,121.913304,42.752759,78.778192
Alameda County,Fairfield County,California,Connecticut,50.0,49.0,37.648081,121.913304,,
Alameda County,Franklin County,California,Ohio,27.0,24.0,37.648081,121.913304,39.969447,83.008258
Alameda County,Frederick County,California,Maryland,6.0,11.0,37.648081,121.913304,39.470427,77.397627
Alameda County,Fresno County,California,California,97.0,63.0,37.648081,121.913304,36.761006,119.655019
Alameda County,Fulton County,California,Georgia,8.0,13.0,37.648081,121.913304,33.790034,84.468182
Alameda County,Harris County,California,Texas,70.0,60.0,37.648081,121.913304,29.857273,95.393037
Alameda County,Hays County,California,Texas,6.0,11.0,37.648081,121.913304,30.061225,98.029267
Alameda County,Hennepin County,California,Minnesota,24.0,28.0,37.648081,121.913304,45.006064,93.475185
Alameda County,Honolulu County,California,Hawaii,21.0,29.0,37.648081,121.913304,21.461364,158.201976
Alameda County,Humboldt County,California,California,61.0,54.0,37.648081,121.913304,40.706673,123.925818
Alameda County,Indian River County,California,Florida,17.0,18.0,37.648081,121.913304,27.700638,80.574803
Alameda County,Jackson County,California,Illinois,9.0,16.0,37.648081,121.913304,37.786096,89.381212
Alameda County,Jefferson County,California,Colorado,27.0,43.0,37.648081,121.913304,39.586460,105.245601
Alameda County,Johnson County,California,Iowa,10.0,15.0,37.648081,121.913304,41.668737,91.588812
Alameda County,Kalamazoo County,California,Michigan,9.0,10.0,37.648081,121.913304,42.246266,85.532854
Alameda County,Kent County,California,Michigan,4.0,7.0,37.648081,121.913304,43.032497,85.547446
Alameda County,Kern County,California,California,65.0,52.0,37.648081,121.913304,35.346629,118.729506
Alameda County,Kewaunee County,California,Wisconsin,23.0,26.0,37.648081,121.913304,44.500949,87.161813
Alameda County,King County,California,Washington,146.0,111.0,37.648081,121.913304,47.493554,121.832375
Alameda County,Kings County,California,New York,45.0,41.0,37.648081,121.913304,,
Alameda County,Lake County,California,California,18.0,29.0,37.648081,121.913304,39.094802,122.746757
Alameda County,Lane County,California,Oregon,7.0,11.0,37.648081,121.913304,43.928276,122.897678
Alameda County,Lawrence County,California,Indiana,12.0,16.0,37.648081,121.913304,38.839815,86.487820
Alameda County,Linn County,California,Iowa,28.0,43.0,37.648081,121.913304,42.077951,91.597674
Alameda County,Los Alamos County,California,New Mexico,7.0,15.0,37.648081,121.913304,35.870047,106.307968
Alameda County,Los Angeles County,California,California,732.0,181.0,37.648081,121.913304,34.196398,118.261862
Alameda County,Madison County,California,Alabama,4.0,6.0,37.648081,121.913304,34.764238,86.551080
Alameda County,Maricopa County,California,Arizona,106.0,48.0,37.648081,121.913304,33.346541,112.495534
Alameda County,Marin County,California,California,4823.0,444.0,37.648081,121.913304,38.051817,122.745974
Alameda County,Marion County,California,Indiana,9.0,14.0,37.648081,121.913304,39.782976,86.135794
Alameda County,McLennan County,California,Texas,17.0,23.0,37.648081,121.913304,31.549493,97.201472
Alameda County,Mendocino County,California,California,55.0,40.0,37.648081,121.913304,39.432388,123.442881
Alameda County,Merced County,California,California,28.0,24.0,37.648081,121.913304,37.194806,120.722802
Alameda County,Middlesex County,California,Massachusetts,14.0,17.0,37.648081,121.913304,42.479477,71.396507
Alameda County,Monterey County,California,California,291.0,160.0,37.648081,121.913304,36.240107,121.315573
Alameda County,Montgomery County,California,Maryland,48.0,69.0,37.648081,121.913304,39.137382,77.203063
Alameda County,Morris County,California,New Jersey,6.0,11.0,37.648081,121.913304,40.858581,74.547427
Alameda County,Multnomah County,California,Oregon,32.0,28.0,37.648081,121.913304,45.547693,122.417173
Alameda County,Napa County,California,California,304.0,89.0,37.648081,121.913304,38.507351,122.325995
Alameda County,Nassau County,California,New York,4.0,6.0,37.648081,121.913304,40.729687,73.589384
Alameda County,Nevada County,California,California,22.0,35.0,37.648081,121.913304,39.295191,120.773446
Alameda County,New York County,California,New York,32.0,37.0,37.648081,121.913304,,
Alameda County,Norfolk County,California,Massachusetts,10.0,15.0,37.648081,121.913304,42.169703,71.179875
Alameda County,Oakland County,California,Michigan,13.0,16.0,37.648081,121.913304,42.660452,83.384210
Alameda County,Oklahoma County,California,Oklahoma,25.0,29.0,37.648081,121.913304,35.554611,97.409401
Alameda County,Orange County,California,California,134.0,63.0,37.648081,121.913304,33.675687,117.777207
Alameda County,Orange County,California,Florida,14.0,22.0,37.648081,121.913304,28.514435,81.323295
Alameda County,Philadelphia County,California,Pennsylvania,20.0,23.0,37.648081,121.913304,40.009376,75.133346
Alameda County,Pima County,California,Arizona,31.0,37.0,37.648081,121.913304,32.128237,111.783018
Alameda County,Pitkin County,California,Colorado,33.0,28.0,37.648081,121.913304,39.217533,106.915943
Alameda County,Placer County,California,California,146.0,80.0,37.648081,121.913304,39.062032,120.722718
Alameda County,Polk County,California,Iowa,11.0,21.0,37.648081,121.913304,41.684281,93.569720
Alameda County,Richmond city,California,Virginia,20.0,23.0,37.648081,121.913304,,
Alameda County,Riverside County,California,California,37.0,49.0,37.648081,121.913304,33.729828,116.002239
Alameda County,Sacramento County,California,California,899.0,222.0,37.648081,121.913304,38.450011,121.340441
Alameda County,Salt Lake County,California,Utah,7.0,13.0,37.648081,121.913304,40.667882,111.924244
Alameda County,San Benito County,California,California,114.0,68.0,37.648081,121.913304,36.610702,121.085296
Alameda County,San Bernardino County,California,California,147.0,96.0,37.648081,121.913304,34.857220,116.181197
Alameda County,San Diego County,California,California,187.0,75.0,37.648081,121.913304,33.023604,116.776117
Alameda County,San Francisco County,California,California,92246.0,2228.0,37.648081,121.913304,37.727239,123.032229
Alameda County,San Joaquin County,California,California,2500.0,321.0,37.648081,121.913304,37.935034,121.272237
Alameda County,San Luis Obispo County,California,California,11.0,18.0,37.648081,121.913304,35.385227,120.447540
Alameda County,San Mateo County,California,California,35263.0,1466.0,37.648081,121.913304,37.414664,122.371542
Alameda County,Santa Barbara County,California,California,43.0,46.0,37.648081,121.913304,34.537378,120.038485
Alameda County,Santa Clara County,California,California,70878.0,1736.0,37.648081,121.913304,37.220777,121.690622
Alameda County,Santa Cruz County,California,California,410.0,120.0,37.648081,121.913304,37.012488,122.007205
Alameda County,Shasta County,California,California,92.0,60.0,37.648081,121.913304,40.760522,122.043550
Alameda County,Solano County,California,California,1670.0,300.0,37.648081,121.913304,38.267226,121.939594
Alameda County,Somerset County,California,New Jersey,35.0,58.0,37.648081,121.913304,40.565522,74.619930
Alameda County,Sonoma County,California,California,962.0,199.0,37.648081,121.913304,38.532574,122.945194
Alameda County,Spokane County,California,Washington,18.0,21.0,37.648081,121.913304,47.620379,117.404392
Alameda County,St. Louis County,California,Missouri,31.0,27.0,37.648081,121.913304,38.640702,90.445954
Alameda County,St. Louis city,California,Missouri,6.0,9.0,37.648081,121.913304,,
Alameda County,Stanislaus County,California,California,619.0,189.0,37.648081,121.913304,37.562384,121.002656
Alameda County,Suffolk County,California,Massachusetts,4.0,7.0,37.648081,121.913304,42.331960,71.020173
Alameda County,Suffolk County,California,New York,25.0,22.0,37.648081,121.913304,40.943554,72.692218
Alameda County,Sutter County,California,California,17.0,22.0,37.648081,121.913304,39.035257,121.702758
Alameda County,Tarrant County,California,Texas,15.0,17.0,37.648081,121.913304,32.772040,97.291291
Alameda County,Tehama County,California,California,8.0,13.0,37.648081,121.913304,40.126156,122.232276
Alameda County,Tuolumne County,California,California,7.0,11.0,37.648081,121.913304,38.021451,119.964708
Alameda County,Utah County,California,Utah,11.0,17.0,37.648081,121.913304,40.120409,111.668667
Alameda County,Ventura County,California,California,26.0,26.0,37.648081,121.913304,34.358742,119.133143
Alameda County,Ward County,California,North Dakota,8.0,13.0,37.648081,121.913304,48.216686,101.540537
Alameda County,Washington County,California,Oregon,7.0,11.0,37.648081,121.913304,45.553542,123.097615
Alameda County,Washington County,California,Utah,9.0,13.0,37.648081,121.913304,37.262531,113.487800
Alameda County,Washoe County,California,Nevada,82.0,52.0,37.648081,121.913304,40.703311,119.710315
Alameda County,Wayne County,California,Michigan,24.0,36.0,37.648081,121.913304,42.284664,83.261953
Alameda County,Westchester County,California,New York,13.0,20.0,37.648081,121.913304,41.152770,73.745912
Alameda County,Yolo County,California,California,304.0,84.0,37.648081,121.913304,38.679268,121.903178
Alameda County,York County,California,Virginia,10.0,16.0,37.648081,121.913304,37.220914,76.395533
Alameda County,Yuba County,California,California,9.0,14.0,37.648081,121.913304,39.270026,121.344280
Albany County,Los Angeles County,New York,California,49.0,46.0,42.588271,73.974014,34.196398,118.261862
Albany County,San Diego County,New York,California,8.0,13.0,42.588271,73.974014,33.023604,116.776117
Albany County,Sonoma County,Wyoming,California,56.0,50.0,41.665514,105.721883,38.532574,122.945194
Albemarle County,Los Angeles County,Virginia,California,15.0,24.0,38.024184,78.553506,34.196398,118.261862
Alcona County,Riverside County,Michigan,California,2.0,4.0,44.682535,82.834080,33.729828,116.002239
Alexander County,Riverside County,North Carolina,California,40.0,60.0,35.920951,81.177467,33.729828,116.002239
Alexandria city,Alameda County,Virginia,California,16.0,24.0,,,37.648081,121.913304
Alexandria city,Los Angeles County,Virginia,California,11.0,17.0,,,34.196398,118.261862
Alexandria city,San Diego County,Virginia,California,20.0,22.0,,,33.023604,116.776117
Alexandria city,Solano County,Virginia,California,9.0,14.0,,,38.267226,121.939594
Alfalfa County,Kern County,Oklahoma,California,3.0,6.0,36.729703,98.323445,35.346629,118.729506
Allegan County,San Francisco County,Michigan,California,3.0,5.0,42.595788,86.634745,37.727239,123.032229
Allegheny County,Alameda County,Pennsylvania,California,12.0,19.0,40.468920,79.980920,37.648081,121.913304
Allegheny County,Contra Costa County,Pennsylvania,California,8.0,13.0,40.468920,79.980920,37.919479,121.951543
Allegheny County,Los Angeles County,Pennsylvania,California,57.0,32.0,40.468920,79.980920,34.196398,118.261862
Allegheny County,Marin County,Pennsylvania,California,9.0,17.0,40.468920,79.980920,38.051817,122.745974
Allegheny County,Orange County,Pennsylvania,California,14.0,23.0,40.468920,79.980920,33.675687,117.777207
Allegheny County,San Bernardino County,Pennsylvania,California,4.0,4.0,40.468920,79.980920,34.857220,116.181197
Allegheny County,San Francisco County,Pennsylvania,California,70.0,102.0,40.468920,79.980920,37.727239,123.032229
Allegheny County,San Mateo County,Pennsylvania,California,17.0,28.0,40.468920,79.980920,37.414664,122.371542
Allegheny County,Santa Clara County,Pennsylvania,California,69.0,54.0,40.468920,79.980920,37.220777,121.690622
Allen County,San Bernardino County,Ohio,California,10.0,14.0,40.771528,84.106546,34.857220,116.181197
Allen County,San Mateo County,Indiana,California,26.0,38.0,41.091855,85.072230,37.414664,122.371542
Alpena County,Los Angeles County,Michigan,California,8.0,12.0,44.894954,83.426574,34.196398,118.261862
Alpine County,Alpine County,California,California,173.0,48.0,38.617610,119.798999,38.617610,119.798999
Alpine County,Carson City,California,Nevada,24.0,13.0,38.617610,119.798999,,
Alpine County,DeKalb County,California,Georgia,4.0,5.0,38.617610,119.798999,33.770661,84.226343
Alpine County,Douglas County,California,Nevada,78.0,33.0,38.617610,119.798999,38.905129,119.609019
Alpine County,El Dorado County,California,California,79.0,57.0,38.617610,119.798999,38.785532,120.534398
Alpine County,Los Angeles County,California,California,3.0,4.0,38.617610,119.798999,34.196398,118.261862
Alpine County,Lyon County,California,Nevada,26.0,37.0,38.617610,119.798999,39.022214,119.197417
Alpine County,San Francisco County,California,California,4.0,6.0,38.617610,119.798999,37.727239,123.032229
Alpine County,Santa Clara County,California,California,4.0,6.0,38.617610,119.798999,37.220777,121.690622
Amador County,Alameda County,California,California,80.0,46.0,38.443550,120.653856,37.648081,121.913304
Amador County,Alpine County,California,California,43.0,38.0,38.443550,120.653856,38.617610,119.798999
Amador County,Amador County,California,California,8063.0,691.0,38.443550,120.653856,38.443550,120.653856
Amador County,Bexar County,California,Texas,3.0,6.0,38.443550,120.653856,29.448671,98.520147
Amador County,Butte County,California,California,55.0,81.0,38.443550,120.653856,39.665959,121.601919
Amador County,Calaveras County,California,California,396.0,186.0,38.443550,120.653856,38.187844,120.555115
Amador County,Contra Costa County,California,California,80.0,88.0,38.443550,120.653856,37.919479,121.951543
Amador County,District of Columbia,California,District of Columbia,14.0,16.0,38.443550,120.653856,,
Amador County,El Dorado County,California,California,378.0,169.0,38.443550,120.653856,38.785532,120.534398
Amador County,Kern County,California,California,4.0,7.0,38.443550,120.653856,35.346629,118.729506
Amador County,King County,California,Washington,11.0,19.0,38.443550,120.653856,47.493554,121.832375
Amador County,Los Angeles County,California,California,56.0,74.0,38.443550,120.653856,34.196398,118.261862
Amador County,Marin County,California,California,41.0,39.0,38.443550,120.653856,38.051817,122.745974
Amador County,Mendocino County,California,California,5.0,8.0,38.443550,120.653856,39.432388,123.442881
Amador County,Miami-Dade County,California,Florida,13.0,26.0,38.443550,120.653856,25.610494,80.499045
Amador County,Nevada County,California,California,11.0,20.0,38.443550,120.653856,39.295191,120.773446
Amador County,Placer County,California,California,187.0,138.0,38.443550,120.653856,39.062032,120.722718
Amador County,Sacramento County,California,California,1538.0,293.0,38.443550,120.653856,38.450011,121.340441
Amador County,San Bernardino County,California,California,3.0,5.0,38.443550,120.653856,34.857220,116.181197
Amador County,San Francisco County,California,California,27.0,30.0,38.443550,120.653856,37.727239,123.032229
Amador County,San Joaquin County,California,California,467.0,159.0,38.443550,120.653856,37.935034,121.272237
Amador County,San Mateo County,California,California,89.0,55.0,38.443550,120.653856,37.414664,122.371542
Amador County,Santa Clara County,California,California,85.0,58.0,38.443550,120.653856,37.220777,121.690622
Amador County,Solano County,California,California,27.0,27.0,38.443550,120.653856,38.267226,121.939594
Amador County,Sonoma County,California,California,57.0,66.0,38.443550,120.653856,38.532574,122.945194
Amador County,Stanislaus County,California,California,19.0,20.0,38.443550,120.653856,37.562384,121.002656
Amador County,Tulare County,California,California,23.0,36.0,38.443550,120.653856,36.230453,118.780542
Amador County,Tuolumne County,California,California,66.0,97.0,38.443550,120.653856,38.021451,119.964708
Amador County,Ventura County,California,California,4.0,7.0,38.443550,120.653856,34.358742,119.133143
Amador County,Yolo County,California,California,35.0,26.0,38.443550,120.653856,38.679268,121.903178
Amherst County,Monterey County,Virginia,California,5.0,8.0,37.630362,79.147848,36.240107,121.315573
Anchorage Municipality,San Mateo County,Alaska,California,71.0,59.0,,,37.414664,122.371542
Anderson County,Orange County,South Carolina,California,6.0,10.0,34.519549,82.638086,33.675687,117.777207
Anderson County,Santa Clara County,South Carolina,California,14.0,23.0,34.519549,82.638086,37.220777,121.690622
Anderson County,Shasta County,Tennessee,California,7.0,12.0,36.116731,84.195418,40.760522,122.043550
Andrew County,Los Angeles County,Missouri,California,1.0,2.0,39.988863,94.803551,34.196398,118.261862
Anne Arundel County,San Diego County,Maryland,California,78.0,75.0,38.993374,76.560511,33.023604,116.776117
Anne Arundel County,San Francisco County,Maryland,California,21.0,31.0,38.993374,76.560511,37.727239,123.032229
Anoka County,Los Angeles County,Minnesota,California,44.0,39.0,45.274110,93.242723,34.196398,118.261862
Anoka County,Marin County,Minnesota,California,6.0,9.0,45.274110,93.242723,38.051817,122.745974
Anoka County,Orange County,Minnesota,California,4.0,8.0,45.274110,93.242723,33.675687,117.777207
Anoka County,San Mateo County,Minnesota,California,10.0,16.0,45.274110,93.242723,37.414664,122.371542
Anoka County,Santa Clara County,Minnesota,California,5.0,11.0,45.274110,93.242723,37.220777,121.690622
Anoka County,Ventura County,Minnesota,California,9.0,16.0,45.274110,93.242723,34.358742,119.133143
Antrim County,San Diego County,Michigan,California,2.0,4.0,45.005457,85.175625,33.023604,116.776117
Apache County,Alameda County,Arizona,California,12.0,10.0,35.385845,109.493747,37.648081,121.913304
Apache County,Los Angeles County,Arizona,California,9.0,7.0,35.385845,109.493747,34.196398,118.261862
Apache County,Orange County,Arizona,California,10.0,10.0,35.385845,109.493747,33.675687,117.777207
Apache County,Tulare County,Arizona,California,4.0,5.0,35.385845,109.493747,36.230453,118.780542
Arapahoe County,Alameda County,Colorado,California,36.0,28.0,39.644632,104.331733,37.648081,121.913304
Arapahoe County,Butte County,Colorado,California,9.0,14.0,39.644632,104.331733,39.665959,121.601919
Arapahoe County,Colusa County,Colorado,California,6.0,9.0,39.644632,104.331733,39.177739,122.237563
Arapahoe County,Contra Costa County,Colorado,California,12.0,20.0,39.644632,104.331733,37.919479,121.951543
Arapahoe County,Kern County,Colorado,California,12.0,19.0,39.644632,104.331733,35.346629,118.729506
Arapahoe County,Los Angeles County,Colorado,California,55.0,32.0,39.644632,104.331733,34.196398,118.261862
Arapahoe County,Monterey County,Colorado,California,11.0,19.0,39.644632,104.331733,36.240107,121.315573
Arapahoe County,Orange County,Colorado,California,14.0,18.0,39.644632,104.331733,33.675687,117.777207
Arapahoe County,San Diego County,Colorado,California,48.0,45.0,39.644632,104.331733,33.023604,116.776117
Arapahoe County,San Francisco County,Colorado,California,19.0,22.0,39.644632,104.331733,37.727239,123.032229
Arapahoe County,San Mateo County,Colorado,California,25.0,24.0,39.644632,104.331733,37.414664,122.371542
Arapahoe County,Santa Clara County,Colorado,California,17.0,18.0,39.644632,104.331733,37.220777,121.690622
Arapahoe County,Tuolumne County,Colorado,California,11.0,14.0,39.644632,104.331733,38.021451,119.964708
Arlington County,Los Angeles County,Virginia,California,11.0,17.0,38.878337,77.100703,34.196398,118.261862
Arlington County,Orange County,Virginia,California,13.0,20.0,38.878337,77.100703,33.675687,117.777207
Arlington County,Riverside County,Virginia,California,16.0,25.0,38.878337,77.100703,33.729828,116.002239
Arlington County,San Francisco County,Virginia,California,16.0,22.0,38.878337,77.100703,37.727239,123.032229
Aroostook County,Orange County,Maine,California,4.0,6.0,46.727057,68.649410,33.675687,117.777207
Ascension Parish,Los Angeles County,Louisiana,California,15.0,26.0,,,34.196398,118.261862
Ascension Parish,Monterey County,Louisiana,California,22.0,35.0,,,36.240107,121.315573
Ashley County,San Diego County,Arkansas,California,20.0,30.0,33.190835,91.772267,33.023604,116.776117
Asotin County,Shasta County,Washington,California,8.0,13.0,46.181861,117.227781,40.760522,122.043550
Assumption Parish,Kern County,Louisiana,California,11.0,19.0,,,35.346629,118.729506
Atchison County,San Diego County,Kansas,California,8.0,14.0,39.532544,95.313398,33.023604,116.776117
Attala County,Los Angeles County,Mississippi,California,1.0,2.0,33.090470,89.588622,34.196398,118.261862
Avery County,Riverside County,North Carolina,California,2.0,5.0,36.072894,81.920363,33.729828,116.002239
Baker County,Los Angeles County,Oregon,California,5.0,7.0,44.703427,117.691933,34.196398,118.261862
Baker County,Tuolumne County,Oregon,California,7.0,10.0,44.703427,117.691933,38.021451,119.964708
Baldwin County,Los Angeles County,Alabama,California,10.0,17.0,30.659218,87.746067,34.196398,118.261862
Baldwin County,San Bernardino County,Alabama,California,23.0,38.0,30.659218,87.746067,34.857220,116.181197
Baldwin County,San Diego County,Alabama,California,81.0,78.0,30.659218,87.746067,33.023604,116.776117
Baltimore County,Alameda County,Maryland,California,7.0,13.0,39.443167,76.616569,37.648081,121.913304
Baltimore County,Los Angeles County,Maryland,California,26.0,31.0,39.443167,76.616569,34.196398,118.261862
Baltimore County,Orange County,Maryland,California,7.0,9.0,39.443167,76.616569,33.675687,117.777207
Baltimore County,San Diego County,Maryland,California,40.0,61.0,39.443167,76.616569,33.023604,116.776117
Baltimore County,Santa Clara County,Maryland,California,27.0,30.0,39.443167,76.616569,37.220777,121.690622
Baltimore County,Ventura County,Maryland,California,10.0,15.0,39.443167,76.616569,34.358742,119.133143
Baltimore city,Los Angeles County,Maryland,California,20.0,24.0,,,34.196398,118.261862
Baltimore city,San Diego County,Maryland,California,13.0,19.0,,,33.023604,116.776117
Baltimore city,San Francisco County,Maryland,California,14.0,24.0,,,37.727239,123.032229
Barnstable County,Los Angeles County,Massachusetts,California,15.0,21.0,41.798819,70.211083,34.196398,118.261862
Barnstable County,Mendocino County,Massachusetts,California,11.0,17.0,41.798819,70.211083,39.432388,123.442881
Barnstable County,San Diego County,Massachusetts,California,14.0,21.0,41.798819,70.211083,33.023604,116.776117
Barry County,Los Angeles County,Missouri,California,2.0,4.0,36.699378,93.834326,34.196398,118.261862
Bartholomew County,San Mateo County,Indiana,California,8.0,13.0,39.205843,85.897999,37.414664,122.371542
Bastrop County,Butte County,Texas,California,16.0,24.0,30.103128,97.311859,39.665959,121.601919
Bastrop County,San Mateo County,Texas,California,24.0,29.0,30.103128,97.311859,37.414664,122.371542
Bay County,Los Angeles County,Michigan,California,12.0,21.0,43.699711,83.978701,34.196398,118.261862
Bay County,San Diego County,Florida,California,5.0,8.0,30.237563,85.631348,33.023604,116.776117
Bayamón Municipio,San Mateo County,Puerto Rico,California,13.0,19.0,,,37.414664,122.371542
Beaufort County,Orange County,South Carolina,California,9.0,14.0,32.358147,80.689320,33.675687,117.777207
Beaufort County,Solano County,South Carolina,California,16.0,25.0,32.358147,80.689320,38.267226,121.939594
Beaver County,Los Angeles County,Pennsylvania,California,32.0,44.0,40.684140,80.350721,34.196398,118.261862
Beaverhead County,Sutter County,Montana,California,7.0,11.0,45.133863,112.892869,39.035257,121.702758
Bedford County,Stanislaus County,Virginia,California,6.0,10.0,37.312408,79.527947,37.562384,121.002656
Belknap County,Kern County,New Hampshire,California,6.0,9.0,43.519109,71.425366,35.346629,118.729506
Bell County,Los Angeles County,Texas,California,39.0,48.0,31.042110,97.481921,34.196398,118.261862
Benton County,Alameda County,Washington,California,10.0,17.0,46.228072,119.516864,37.648081,121.913304
Benton County,Fresno County,Oregon,California,9.0,14.0,44.490623,123.426317,36.761006,119.655019
Benton County,Humboldt County,Washington,California,5.0,9.0,46.228072,119.516864,40.706673,123.925818
Benton County,Los Angeles County,Minnesota,California,23.0,37.0,45.701227,94.001440,34.196398,118.261862
Benton County,Los Angeles County,Oregon,California,12.0,20.0,44.490623,123.426317,34.196398,118.261862
Benton County,Orange County,Washington,California,10.0,12.0,46.228072,119.516864,33.675687,117.777207
Benton County,Riverside County,Oregon,California,6.0,9.0,44.490623,123.426317,33.729828,116.002239
Benton County,San Bernardino County,Arkansas,California,73.0,74.0,36.337825,94.256187,34.857220,116.181197
Benton County,San Francisco County,Oregon,California,7.0,11.0,44.490623,123.426317,37.727239,123.032229
Benton County,San Mateo County,Washington,California,33.0,47.0,46.228072,119.516864,37.414664,122.371542
Benton County,Shasta County,Oregon,California,10.0,15.0,44.490623,123.426317,40.760522,122.043550
Benzie County,San Diego County,Michigan,California,1.0,3.0,44.648621,86.494317,33.023604,116.776117
Bergen County,Alameda County,New Jersey,California,13.0,20.0,40.959090,74.074522,37.648081,121.913304
Bergen County,Los Angeles County,New Jersey,California,60.0,42.0,40.959090,74.074522,34.196398,118.261862
Bergen County,Orange County,New Jersey,California,16.0,26.0,40.959090,74.074522,33.675687,117.777207
Bergen County,San Bernardino County,New Jersey,California,10.0,15.0,40.959090,74.074522,34.857220,116.181197
Bergen County,San Diego County,New Jersey,California,34.0,41.0,40.959090,74.074522,33.023604,116.776117
Bergen County,San Francisco County,New Jersey,California,12.0,20.0,40.959090,74.074522,37.727239,123.032229
Berks County,Alameda County,Pennsylvania,California,10.0,16.0,40.413957,75.926860,37.648081,121.913304
Berks County,San Francisco County,Pennsylvania,California,8.0,11.0,40.413957,75.926860,37.727239,123.032229
